programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00430,VAN ALSTYNE ISD,Educational Institution,Public,10,2,091-908,GRAYSON,4,4,2021-12-01T00:00:00.000,3859,0,12517,0,0,8644.16,0,48941.47,0,0,57585.63
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00184,PETROLIA ISD,Educational Institution,Public,9,2,039-903,CLAY,2,2,2022-04-01T00:00:00.000,4676,0,4899,0,0,11082.12,0,20232.87,0,0,31314.99
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00745,DARROUZETT ISD,Educational Institution,Public,16,1,148-905,LIPSCOMB,1,1,2021-10-01T00:00:00.000,2127,0,2447,0,0,4764.48,0,9567.77,0,0,14332.25
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00627,BLAND ISD,Educational Institution,Public,10,2,116-915,HUNT,2,1,2022-02-01T00:00:00.000,4322,0,8224,0,0,10243.14,0,33965.12,0,0,44208.26
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00164,WHITE DEER ISD,Educational Institution,Public,16,1,033-904,CARSON,2,2,2021-11-01T00:00:00.000,1694,0,3301,0,0,3794.56,0,12906.91,0,0,16701.47
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00858,NEWTON ISD,Educational Institution,Public,5,3,176-902,NEWTON,3,3,2021-12-01T00:00:00.000,10604,0,10578,0,0,23752.96,0,41359.98,0,0,65112.94
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00395,PEARSALL ISD,Educational Institution,Public,20,4,082-903,FRIO,4,4,2022-02-01T00:00:00.000,26035,0,28567,0,0,61702.95,0,117981.71,0,0,179684.66
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00914,CORRIGAN-CAMDEN ISD,Educational Institution,Public,6,3,187-904,POLK,3,3,2021-12-01T00:00:00.000,6541,0,6386,0,0,14651.84,0,24969.26,0,0,39621.1
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00620,CELESTE ISD,Educational Institution,Public,10,2,116-902,HUNT,2,1,2021-10-01T00:00:00.000,4328,0,6583,0,0,9694.72,0,25739.53,0,0,35434.25
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01130,SHAMROCK ISD,Educational Institution,Public,16,1,242-902,WHEELER,3,3,2022-05-01T00:00:00.000,1748,0,2968,0,0,4142.76,0,12257.84,0,0,16400.6
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00222,GAINESVILLE ISD,Educational Institution,Public,11,2,049-901,COOKE,5,3,2021-10-01T00:00:00.000,26588,0,42146,0,0,59557.12,0,164790.86,0,0,224347.98
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00137,CALDWELL ISD,Educational Institution,Public,6,3,026-901,BURLESON,4,4,2022-05-01T00:00:00.000,10111,0,22815,0,0,23963.07,0,94225.95,0,0,118189.02
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00473,"ARISTOI CLASSICAL ACADEMY, INC.",Educational Institution,Charter,4,3,101-803,HARRIS,3,3,2022-05-01T00:00:00.000,5296,0,11403,0,0,12551.52,0,47094.39,0,0,59645.91
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00114,DANBURY ISD,Educational Institution,Public,4,3,020-904,BRAZORIA,3,3,2022-05-01T00:00:00.000,2826,0,8198,0,0,6697.62,0,33857.74,0,0,40555.36
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01163,WINK-LOVING ISD,Educational Institution,Public,18,1,248-902,WINKLER,2,2,2022-05-01T00:00:00.000,695,0,2903,0,0,1647.15,0,11989.39,0,0,13636.54
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00403,GALVESTON ISD,Educational Institution,Public,4,3,084-902,GALVESTON,13,13,2022-04-01T00:00:00.000,60386,0,99502,0,0,143114.82,0,410943.26,0,0,554058.08
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00805,MENARD ISD,Educational Institution,Public,15,4,164-901,MENARD,2,2,2021-10-01T00:00:00.000,2498,0,3591,0,0,5595.52,0,14040.81,0,0,19636.33
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00474,ASSN. FOR THE ADVANCEMENT OF MEXICAN AMERICANS,Educational Institution,Charter,4,3,101-804,HARRIS,2,2,2022-01-01T00:00:00.000,7090,0,10075,0,0,16803.3,0,41609.75,0,0,58413.05
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00036,SEYMOUR ISD,Educational Institution,Public,9,2,012-901,BAYLOR,2,2,2021-12-01T00:00:00.000,2820,0,4776,0,0,6316.8,0,18674.16,0,0,24990.96
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00494,SOUTHWEST SCHOOLS,Educational Institution,Charter,4,3,101-838,HARRIS,4,4,2022-03-01T00:00:00.000,11007,0,17782,0,0,26086.59,0,73439.66,0,0,99526.25
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01118,BRENHAM ISD,Educational Institution,Public,6,3,239-901,WASHINGTON,7,7,2022-02-01T00:00:00.000,17154,0,51697,0,0,40654.98,0,213508.61,0,0,254163.59
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00905,BOVINA ISD,Educational Institution,Public,16,1,185-901,PARMER,1,1,2022-06-01T00:00:00.000,0,0,1720,0,0,0,0,7103.6,0,0,7103.6
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00526,LA PORTE ISD,Educational Institution,Public,4,3,101-916,HARRIS,12,12,2022-04-01T00:00:00.000,44008,0,93780,0,0,104298.96,0,387311.4,0,0,491610.36
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00207,COMMUNITY ISD,Educational Institution,Public,10,2,043-918,COLLIN,2,2,2022-06-01T00:00:00.000,2687,0,3667,0,0,6368.19,0,15144.71,0,0,21512.9
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01114,WALLER ISD,Educational Institution,Public,4,3,237-904,WALLER,8,8,2021-10-01T00:00:00.000,54641,0,98540,0,0,122395.84,0,385291.4,0,0,507687.24
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01048,HARTS BLUFF ISD,Educational Institution,Public,8,2,225-907,TITUS,1,1,2022-05-01T00:00:00.000,4426,0,10261,0,0,10489.62,0,42377.93,0,0,52867.55
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00151,BROWNSVILLE ISD,Educational Institution,Public,1,5,031-901,CAMERON,58,54,2022-05-01T00:00:00.000,397888,0,552199,0,0,942994.56,0,2280581.87,0,0,3223576.43
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00320,SAN DIEGO ISD,Educational Institution,Public,2,5,066-902,DUVAL,3,2,2021-12-01T00:00:00.000,10014,0,14735,0,0,22431.36,0,57613.85,0,0,80045.21
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00872,PORT ARANSAS ISD,Educational Institution,Public,2,5,178-908,NUECES,3,3,2022-03-01T00:00:00.000,2917,0,4277,0,0,6913.29,0,17664.01,0,0,24577.3
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00911,IRAAN-SHEFFIELD ISD,Educational Institution,Public,18,1,186-903,PECOS,3,3,2022-05-01T00:00:00.000,1207,0,2241,0,0,2860.59,0,9255.33,0,0,12115.92
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01034,ABILENE ISD,Educational Institution,Public,14,1,221-901,TAYLOR,22,22,2021-12-01T00:00:00.000,55592,0,135037,0,0,124526.08,0,527994.67,0,0,652520.75
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00988,ACADEMY OF SKILLS AND KNOWLEDGE,Educational Institution,Charter,7,2,212-801,SMITH,3,3,2022-03-01T00:00:00.000,5598,0,15829,0,0,13267.26,0,65373.77,0,0,78641.03
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00578,VALLEY VIEW ISD-PHARR,Educational Institution,Public,1,5,108-916,HIDALGO,7,7,2022-03-01T00:00:00.000,57697,0,60409,0,0,136741.89,0,249489.17,0,0,386231.06
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00653,PORT NECHES-GROVES ISD,Educational Institution,Public,5,3,123-908,JEFFERSON,10,10,2022-01-01T00:00:00.000,20171,0,57503,0,0,47805.27,0,237487.39,0,0,285292.66
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01002,ROMA ISD,Educational Institution,Public,1,5,214-903,STARR,10,10,2022-02-01T00:00:00.000,68577,0,86881,0,0,162527.49,0,358818.53,0,0,521346.02
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00549,HAYS CONS ISD,Educational Institution,Public,13,4,105-906,HAYS,1,1,2022-08-01T00:00:00.000,69,0,61,0,0,163.53,0,251.93,0,0,415.46
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00566,EDINBURG ISD,Educational Institution,Public,1,5,108-904,HIDALGO,43,43,2022-02-01T00:00:00.000,284691,0,439968,0,0,674717.67,0,1817067.84,0,0,2491785.51
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00825,MONTAGUE ISD,Educational Institution,Public,9,2,169-908,MONTAGUE,1,1,2021-12-01T00:00:00.000,764,0,1106,0,0,1711.36,0,4324.46,0,0,6035.82
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00685,MABANK ISD,Educational Institution,Public,10,2,129-905,KAUFMAN,6,6,2021-10-01T00:00:00.000,21690,0,45864,0,0,48585.6,0,179328.24,0,0,227913.84
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00320,SAN DIEGO ISD,Educational Institution,Public,2,5,066-902,DUVAL,3,2,2022-03-01T00:00:00.000,13407,0,20723,0,0,31774.59,0,85585.99,0,0,117360.58
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01249,TEXAS JUVENILE JUSTICE DEPARTMENT,Government Agency,RCCI,13,4,227-622,TRAVIS,10,10,2022-03-01T00:00:00.000,19968,0,20065,0,0,47324.16,0,82868.45,0,0,130192.61
2021-2022,SUMMERSSOCEREIMBURSEMENTS,04199,"AUSTIN ACHIEVE PUBLIC SCHOOLS, INC.",Educational Institution,Charter,13,4,227-825,TRAVIS,4,2,2021-10-01T00:00:00.000,36536,0,33457,0,0,81840.64,0,130816.87,0,0,212657.51
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00265,GOLDEN RULE SCHOOLS INC.,Educational Institution,Charter,10,2,057-835,DALLAS,6,6,2022-04-01T00:00:00.000,9952,0,20437,0,0,23586.24,0,84404.81,0,0,107991.05
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00960,SAN AUGUSTINE ISD,Educational Institution,Public,7,3,203-901,SAN AUGUSTINE,2,2,2021-11-01T00:00:00.000,4516,0,8757,0,0,10115.84,0,34239.87,0,0,44355.71
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00393,DEW ISD,Educational Institution,Public,12,2,081-906,FREESTONE,1,1,2021-10-01T00:00:00.000,870,0,1586,0,0,1948.8,0,6201.26,0,0,8150.06
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01130,SHAMROCK ISD,Educational Institution,Public,16,1,242-902,WHEELER,3,3,2022-01-01T00:00:00.000,1986,0,4155,0,0,4706.82,0,17160.15,0,0,21866.97
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00058,"BRAINATION, INC",Educational Institution,Charter,20,4,015-808,BEXAR,5,5,2022-03-01T00:00:00.000,5795,0,9410,0,0,13734.15,0,38863.3,0,0,52597.45
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00583,HUBBARD ISD-HUBBARD,Educational Institution,Public,12,2,109-905,HILL,2,2,2021-10-01T00:00:00.000,4927,0,5267,0,0,11036.48,0,20593.97,0,0,31630.45
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00905,BOVINA ISD,Educational Institution,Public,16,1,185-901,PARMER,3,3,2022-02-01T00:00:00.000,6861,0,7082,0,0,16260.57,0,29248.66,0,0,45509.23
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00455,PETERSBURG ISD,Educational Institution,Public,17,1,095-904,HALE,1,1,2022-03-01T00:00:00.000,4163,0,4005,0,0,9866.31,0,16540.65,0,0,26406.96
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00638,GANADO ISD,Educational Institution,Public,3,3,120-902,JACKSON,3,3,2021-11-01T00:00:00.000,3766,0,6243,0,0,8435.84,0,24410.13,0,0,32845.97
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00229,SIVELLS BEND ISD,Educational Institution,Public,11,2,049-909,COOKE,1,1,2022-05-01T00:00:00.000,956,0,984,0,0,2265.72,0,4063.92,0,0,6329.64
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00319,BENAVIDES ISD,Educational Institution,Public,2,5,066-901,DUVAL,2,2,2021-10-01T00:00:00.000,3130,0,3616,0,0,7011.2,0,14138.56,0,0,21149.76
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00873,ROBSTOWN ISD,Educational Institution,Public,2,5,178-909,NUECES,5,5,2022-04-01T00:00:00.000,24579,0,34485,0,0,58252.23,0,142423.05,0,0,200675.28
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00898,SPRINGTOWN ISD,Educational Institution,Public,11,2,184-902,PARKER,6,6,2022-05-01T00:00:00.000,14556,0,39511,0,0,34497.72,0,163180.43,0,0,197678.15
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00833,MAGNOLIA ISD,Educational Institution,Public,6,3,170-906,MONTGOMERY,16,16,2021-12-01T00:00:00.000,47928,0,100455,0,0,107358.72,0,392779.05,0,0,500137.77
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00494,SOUTHWEST SCHOOLS,Educational Institution,Charter,4,3,101-838,HARRIS,4,4,2021-12-01T00:00:00.000,6570,0,11534,0,0,14716.8,0,45097.94,0,0,59814.74
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00400,"ODYSSEY 2020 ACADEMY, INC.",Educational Institution,Charter,4,3,084-802,GALVESTON,3,3,2022-06-01T00:00:00.000,1259,0,2536,0,0,2983.83,0,10473.68,0,0,13457.51
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00965,GREGORY-PORTLAND ISD,Educational Institution,Public,2,5,205-902,SAN PATRICIO,6,6,2022-01-01T00:00:00.000,25484,0,57442,0,0,60397.08,0,237235.46,0,0,297632.54
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00948,WINTERS ISD,Educational Institution,Public,15,1,200-904,RUNNELS,3,3,2022-04-01T00:00:00.000,8785,0,7657,0,0,20820.45,0,31623.41,0,0,52443.86
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01175,ALBA-GOLDEN ISD,Educational Institution,Public,7,2,250-906,WOOD,2,2,2022-02-01T00:00:00.000,3145,0,7686,0,0,7453.65,0,31743.18,0,0,39196.83
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00798,GHOLSON ISD,Educational Institution,Public,12,2,161-925,MCLENNAN,1,1,2022-01-01T00:00:00.000,1556,0,2776,0,0,3687.72,0,11464.88,0,0,15152.6
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00159,SANTA ROSA ISD,Educational Institution,Public,1,5,031-914,CAMERON,3,3,2022-03-01T00:00:00.000,12055,0,12904,0,0,28570.35,0,53293.52,0,0,81863.87
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00010,HUDSON ISD,Educational Institution,Public,7,3,003-902,ANGELINA,4,4,2021-12-01T00:00:00.000,9030,0,23901,0,0,20227.2,0,93452.91,0,0,113680.11
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01201,MOST HOLY TRINITY SCHOOL,Private Non Profit Organization,Private,19,1,071-,EL PASO,1,1,2021-12-01T00:00:00.000,246,0,828,0,0,551.04,0,3237.48,0,0,3788.52
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00695,JUNCTION ISD,Educational Institution,Public,15,4,134-901,KIMBLE,3,3,2022-03-01T00:00:00.000,5634,0,6026,0,0,13352.58,0,24887.38,0,0,38239.96
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00019,WINDTHORST ISD,Educational Institution,Public,9,2,005-904,ARCHER,3,3,2022-05-01T00:00:00.000,5473,0,6624,0,0,12971.01,0,27357.12,0,0,40328.13
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00101,IREDELL ISD,Educational Institution,Public,12,2,018-906,BOSQUE,1,1,2022-01-01T00:00:00.000,787,0,1447,0,0,1865.19,0,5976.11,0,0,7841.3
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00763,MADISONVILLE CONS ISD,Educational Institution,Public,6,3,154-901,MADISON,4,4,2021-12-01T00:00:00.000,14041,0,22514,0,0,31451.84,0,88029.74,0,0,119481.58
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00916,LIVINGSTON ISD,Educational Institution,Public,6,3,187-907,POLK,3,3,2022-05-01T00:00:00.000,111,0,197,0,0,263.07,0,813.61,0,0,1076.68
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00751,LUBBOCK ISD,Educational Institution,Public,17,1,152-901,LUBBOCK,46,46,2022-04-01T00:00:00.000,205355,0,325651,0,0,486691.35,0,1344938.63,0,0,1831629.98
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00447,RICHARDS ISD,Educational Institution,Public,6,3,093-905,GRIMES,1,1,2022-04-01T00:00:00.000,1299,0,2923,0,0,3078.63,0,12071.99,0,0,15150.62
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00466,KOUNTZE ISD,Educational Institution,Public,5,3,100-903,HARDIN,4,4,2022-04-01T00:00:00.000,7727,0,12447,0,0,18312.99,0,51406.11,0,0,69719.1
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00067,JUBILEE ACADEMIES,Educational Institution,Charter,20,4,015-822,BEXAR,13,13,2022-03-01T00:00:00.000,42258,0,75394,0,0,100151.46,0,311377.22,0,0,411528.68
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00296,DENTON ISD,Educational Institution,Public,11,2,061-901,DENTON,2,2,2022-06-01T00:00:00.000,3165,0,3164,0,0,7501.05,0,13067.32,0,0,20568.37
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00216,COMANCHE ISD,Educational Institution,Public,14,1,047-901,COMANCHE,1,1,2022-06-01T00:00:00.000,757,0,1742,0,0,1794.09,0,7194.46,0,0,8988.55
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01003,BRECKENRIDGE ISD,Educational Institution,Public,14,1,215-901,STEPHENS,4,4,2022-04-01T00:00:00.000,13863,0,13787,0,0,32855.31,0,56940.31,0,0,89795.62
2021-2022,SUMMERSSOCEREIMBURSEMENTS,07045,South Dallas Community School,Educational Institution,Private,10,2,,DALLAS,1,1,2021-10-01T00:00:00.000,1058,0,1057,0,0,2369.92,0,4132.87,0,0,6502.79
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00419,WAELDER ISD,Educational Institution,Public,13,3,089-905,GONZALES,1,1,2022-07-01T00:00:00.000,66,0,76,0,0,156.42,0,313.88,0,0,470.3
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00289,LAMESA ISD,Educational Institution,Public,17,1,058-906,DAWSON,1,1,2021-12-01T00:00:00.000,9751,0,14682,0,0,21842.24,0,57406.62,0,0,79248.86
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00305,LAKE DALLAS ISD,Educational Institution,Public,11,2,061-912,DENTON,5,2,2021-12-01T00:00:00.000,19279,0,33906,0,0,43184.96,0,132572.46,0,0,175757.42
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00665,CLEBURNE ISD,Educational Institution,Public,11,2,126-903,JOHNSON,10,10,2022-02-01T00:00:00.000,32766,0,76305,0,0,77655.42,0,315139.65,0,0,392795.07
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00992,LINDALE ISD,Educational Institution,Public,7,2,212-903,SMITH,6,6,2022-03-01T00:00:00.000,18691,0,50737,0,0,44297.67,0,209543.81,0,0,253841.48
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00059,ACADEMY OF AMERICA DBA BEXAR COUNTY ACADEMY,Educational Institution,Charter,20,4,015-809,BEXAR,1,1,2022-02-01T00:00:00.000,3601,0,4099,0,0,8534.37,0,16928.87,0,0,25463.24
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00463,SPEARMAN ISD,Educational Institution,Public,16,1,098-904,HANSFORD,4,4,2022-05-01T00:00:00.000,2144,0,4715,0,0,5081.28,0,19472.95,0,0,24554.23
2021-2022,SUMMERSSOCEREIMBURSEMENTS,06922,Village Tech Schools,Educational Institution,Charter,10,2,057-847,DALLAS,1,1,2021-12-01T00:00:00.000,2893,0,4441,0,0,6480.32,0,17364.31,0,0,23844.63
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00520,GALENA PARK ISD,Educational Institution,Public,4,3,101-910,HARRIS,1,1,2022-08-01T00:00:00.000,351,0,350,0,0,831.87,0,1445.5,0,0,2277.37
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00610,LATEXO ISD,Educational Institution,Public,6,3,113-905,HOUSTON,2,1,2021-12-01T00:00:00.000,1391,0,2760,0,0,3115.84,0,10791.6,0,0,13907.44
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00320,SAN DIEGO ISD,Educational Institution,Public,2,5,066-902,DUVAL,3,2,2022-04-01T00:00:00.000,14412,0,21980,0,0,34156.44,0,90777.4,0,0,124933.84
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00698,KINGSVILLE ISD,Educational Institution,Public,2,5,137-901,KLEBERG,5,5,2022-03-01T00:00:00.000,25884,0,31835,0,0,61345.08,0,131478.55,0,0,192823.63
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00797,HALLSBURG ISD,Educational Institution,Public,12,2,161-924,MCLENNAN,1,1,2022-03-01T00:00:00.000,565,0,818,0,0,1339.05,0,3378.34,0,0,4717.39
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00337,PALMER ISD,Educational Institution,Public,10,2,070-910,ELLIS,3,3,2022-04-01T00:00:00.000,8583,0,15118,0,0,20341.71,0,62437.34,0,0,82779.05
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00880,ADRIAN ISD,Educational Institution,Public,16,1,180-903,OLDHAM,1,1,2022-05-01T00:00:00.000,649,0,1139,0,0,1538.13,0,4704.07,0,0,6242.2
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00488,"HOUSTON GATEWAY ACADEMY, INC.",Educational Institution,Charter,4,3,101-828,HARRIS,3,2,2022-03-01T00:00:00.000,5932,0,26224,0,0,14058.84,0,108305.12,0,0,122363.96
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00020,CLAUDE ISD,Educational Institution,Public,16,1,006-902,ARMSTRONG,1,1,2021-10-01T00:00:00.000,1202,0,2780,0,0,2692.48,0,10869.8,0,0,13562.28
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00222,GAINESVILLE ISD,Educational Institution,Public,11,2,049-901,COOKE,5,3,2022-03-01T00:00:00.000,25276,0,41676,0,0,59904.12,0,172121.88,0,0,232026
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01342,"DEPT OF JUVENILE SRVS SERVING COOKE, FANNIN, GRAYSON COUNTIES",Government Agency,RCCI,10,2,091-,GRAYSON,2,2,2022-03-01T00:00:00.000,2386,0,2384,0,0,5654.82,0,9845.92,0,0,15500.74
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00869,CORPUS CHRISTI ISD,Educational Institution,Public,2,5,178-904,NUECES,58,58,2022-02-01T00:00:00.000,175550,0,315783,0,0,416053.5,0,1304183.79,0,0,1720237.29
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00424,BELLS ISD,Educational Institution,Public,10,2,091-901,GRAYSON,3,3,2021-11-01T00:00:00.000,5246,0,8572,0,0,11751.04,0,33516.52,0,0,45267.56
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00807,MIDLAND ISD,Educational Institution,Public,18,1,165-901,MIDLAND,40,40,2022-03-01T00:00:00.000,190078,0,259578,0,0,450484.86,0,1072057.14,0,0,1522542
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00532,HUFFMAN ISD,Educational Institution,Public,4,3,101-925,HARRIS,4,4,2022-05-01T00:00:00.000,28213,0,43153,0,0,66864.81,0,178221.89,0,0,245086.7
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00583,HUBBARD ISD-HUBBARD,Educational Institution,Public,12,2,109-905,HILL,2,2,2022-05-01T00:00:00.000,4686,0,5512,0,0,11105.82,0,22764.56,0,0,33870.38
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00714,SUDAN ISD,Educational Institution,Public,17,1,140-908,LAMB,2,2,2022-05-01T00:00:00.000,2173,0,4351,0,0,5150.01,0,17969.63,0,0,23119.64
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00726,DIME BOX ISD,Educational Institution,Public,13,4,144-903,LEE,1,1,2022-02-01T00:00:00.000,2164,0,2485,0,0,5128.68,0,10263.05,0,0,15391.73
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00623,LONE OAK ISD,Educational Institution,Public,10,2,116-906,HUNT,3,3,2021-10-01T00:00:00.000,6663,0,12021,0,0,14925.12,0,47002.11,0,0,61927.23
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01072,DEL VALLE ISD,Educational Institution,Public,13,4,227-910,TRAVIS,14,14,2021-12-01T00:00:00.000,74428,0,105465,0,0,166718.72,0,412368.15,0,0,579086.87
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00923,PRESIDIO ISD,Educational Institution,Public,18,1,189-902,PRESIDIO,3,3,2021-10-01T00:00:00.000,8083,0,16929,0,0,18105.92,0,66192.39,0,0,84298.31
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00721,VYSEHRAD ISD,Educational Institution,Public,3,3,143-904,LAVACA,1,1,2022-02-01T00:00:00.000,396,0,1413,0,0,938.52,0,5835.69,0,0,6774.21
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01079,COLMESNEIL ISD,Educational Institution,Public,5,3,229-901,TYLER,2,2,2021-10-01T00:00:00.000,3629,0,4739,0,0,8128.96,0,18529.49,0,0,26658.45
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01082,SPURGER ISD,Educational Institution,Public,5,3,229-905,TYLER,2,2,2022-05-01T00:00:00.000,6574,0,4905,0,0,15580.38,0,20257.65,0,0,35838.03
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00037,ST MARY ACADEMY,Educational Institution,Charter,2,5,013-801,BEE,1,1,2022-02-01T00:00:00.000,6213,0,6251,0,0,14724.81,0,25816.63,0,0,40541.44
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00889,MINERAL WELLS ISD,Educational Institution,Public,11,2,182-903,PALO PINTO,5,5,2021-10-01T00:00:00.000,22499,0,41258,0,0,50397.76,0,161318.78,0,0,211716.54
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00051,TROY ISD,Educational Institution,Public,12,2,014-910,BELL,4,4,2022-01-01T00:00:00.000,8597,0,21680,0,0,20374.89,0,89538.4,0,0,109913.29
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00351,CANUTILLO ISD,Educational Institution,Public,19,1,071-907,EL PASO,8,8,2022-06-01T00:00:00.000,7886,0,10748,0,0,18689.82,0,44389.24,0,0,63079.06
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00751,LUBBOCK ISD,Educational Institution,Public,17,1,152-901,LUBBOCK,46,46,2022-02-01T00:00:00.000,174034,0,281734,0,0,412460.58,0,1163561.42,0,0,1576022
